FIRE;;;;;;;;;;;;;;;;;NOFIRE;;;;;;;;;;;;;;;
imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;Coluna1;;imagem;index;mediana;mean global;desvio;mean blue;desv blue;mean green;desv green;mean red;desv red;R/G mean;R/B mean;R/G desv;R/B desv;Coluna1
2;1;122;119,609;18,988;105,44;15,522;115,818;13,708;137,568;10,729;1,188;1,305;0,783;0,691;1,769782832;;2;16;90;87,942;15,953;90,771;6,859;69,347;7,819;103,709;7,278;1,496;1,143;0,931;1,061;0,456215132
1;95;53;54,389;18,766;42,61;13,855;55,214;15,668;65,342;18,964;1,183;1,534;1,21;1,369;0,989559165;;4;16;203;195,555;40,709;158,158;37,645;199,645;26,26;228,861;18,453;1,146;1,447;0,703;0,49;0,453290427
4;50;178;175,433;18,685;193,63;10,525;176,515;10,532;156,152;11,028;0,885;0,806;1,047;1,048;1,69432354;;5;57;64;81,846;58,835;27,174;18,337;62,141;20,716;156,222;26,649;2,514;5,749;1,286;1,453;0,452944676
2;3;73;79,288;18,3;61,541;5,807;73,286;6,029;103,037;4,434;1,406;1,674;0,735;0,763;4,127198917;;4;80;144;127,766;50,47;65,278;19,26;144,402;21,685;173,619;22,73;1,202;2,66;1,048;1,18;0,450366554
4;6;161;159,043;18,246;178,461;8,991;159,381;7,919;139,288;9,371;0,874;0,78;1,183;1,042;1,94707075;;4;86;160;147,442;37,799;101,25;21,07;164,606;16,808;176,469;17,001;1,072;1,743;1,011;0,807;0,449773804
2;4;74;78,789;18,241;61,32;6,658;73,344;6,633;101,704;7,067;1,387;1,659;1,066;1,061;2,581151832;;2;66;38;53,521;30,427;38,277;3,926;28,125;6,913;94,16;13,612;3,348;2,46;1,969;3,467;0,447365826
4;88;36;37,948;18,096;36,062;18,59;38,68;17,969;39,102;17,563;1,011;1,084;0,977;0,945;1,03034789;;4;11;203;185,218;50,587;123,069;19,623;201,656;23,725;230,928;22,518;1,145;1,876;0,949;1,148;0,445134125
4;14;164;163,625;17,933;184,8;4,711;163,602;5,039;142,472;4,619;0,871;0,771;0,917;0,98;3,882442087;;1;61;58;76,651;47,648;32,869;9,937;58,549;14,054;138,536;20,983;2,366;4,215;1,493;2,112;0,440375252
4;16;159;158,51;17,527;177,296;7,27;159,03;7,795;139,203;9,057;0,875;0,785;1,162;1,246;1,935188252;;4;14;206;198,458;33,919;163,362;27,351;205,261;20,077;226,75;14,895;1,105;1,388;0,742;0,545;0,439134408
2;2;79;83,925;17,349;67,656;7,51;78,333;6,571;105,786;5,433;1,35;1,564;0,827;0,723;3,19326339;;2;72;41;48,772;23,998;40,693;4,921;25,816;6,121;79,808;10,515;3,091;1,961;1,718;2,137;0,438161513
1;6;158;156,458;17,218;153,779;14,184;154,92;17,104;160,674;19,192;1,037;1,045;1,122;1,353;0,897144644;;1;51;123;120,459;73,094;43,206;7,404;113,36;42,849;204,811;31,679;1,807;4,74;0,739;4,279;0,433400826
2;16;94;99,321;17,19;82,082;5,565;94,315;4,966;121,565;3,718;1,289;1,481;0,749;0,668;4,62345347;;2;94;37;39,873;18,98;37,205;7,409;20,086;7,45;62,326;8,216;3,103;1,675;1,103;1,109;0,432876712
4;80;77;78,02;17,105;64,91;13,65;77,747;10,293;91,402;15,314;1,176;1,408;1,488;1,122;1,116951809;;4;36;217;202,513;40,013;161,357;38,183;215,117;19,46;231,064;17,277;1,074;1,432;0,888;0,452;0,43178467
4;25;166;166,454;16,978;183,315;9,455;167,384;9,494;148,662;9,141;0,888;0,811;0,963;0,967;1,857346023;;1;82;30;29,112;3,786;24,562;1,483;33,186;0,788;29,589;1,632;0,892;1,205;2,07;1,101;0,431061807
1;77;96;98,095;16,966;83,597;8,899;93,715;8,488;116,974;11,248;1,248;1,399;1,325;1,264;1,508357041;;2;68;25;27,051;17,198;24,554;6,229;8,642;3,392;47,958;7,397;5,55;1,953;2,181;1,187;0,430108152
1;89;87;89,247;16,958;81,786;15,831;91,341;16,461;94,614;15,882;1,036;1,157;0,965;1,003;1,067749654;;4;40;171;153,434;53,752;87,8;24,813;170,392;23,817;202,109;22,809;1,186;2,302;0,958;0,919;0,424337699
1;90;28;32,534;16,943;24,155;11,584;31,443;12,527;42,003;20,223;1,336;1,739;1,614;1,746;0,837808436;;4;60;178;160,263;53,11;94,349;22,912;178,896;22,608;207,546;22,322;1,16;2,2;0,987;0,974;0,420297496
4;26;152;150,968;16,931;168,496;8,088;151,648;8,483;132,76;9,13;0,875;0,788;1,076;1,129;1,854435926;;2;73;40;49,868;25,791;40,554;7,47;25,942;7,736;83,109;10,761;3,204;2,049;1,391;1,441;0,417238572
2;80;36;37,291;16,914;25,882;11,243;30,59;7,403;55,402;13,19;1,811;2,141;1,782;1,173;1,282335102;;4;32;178;166,502;47,132;109,834;25,038;181,942;22,48;207,731;19,558;1,142;1,891;0,87;0,781;0,414962234
1;28;119;116,267;16,134;119,6;15,379;112,806;15,613;116,395;16,659;1,032;0,973;1,067;1,083;0,968485503;;4;2;173;160,279;51,846;97,667;22,42;173,635;23,963;209,534;21,502;1,207;2,145;0,897;0,959;0,414728234
3;49;25;34,42;15,882;21,717;1,886;25,282;1,487;56,262;5,385;2,225;2,591;3,62;2,855;2,949303621;;4;26;208;201,29;36,027;167,962;33,313;205,421;24,191;230,488;14,783;1,122;1,372;0,611;0,444;0,410331141
1;27;109;111,694;15,781;110,91;12,319;108,142;14,512;116,029;18,781;1,073;1,046;1,294;1,525;0,840264097;;4;82;154;139,717;46,704;80,203;15,918;157,738;18,301;181,211;19,156;1,149;2,259;1,047;1,203;0,410157588
4;51;185;184,739;15,616;201,478;5,366;185,758;6,858;166,979;7,684;0,899;0,829;1,12;1,432;2,032274857;;1;81;30;28,743;3,949;23,838;1,188;32,914;0,868;29,477;1,619;0,896;1,237;1,864;1,362;0,409977209
1;7;140;140,658;15,514;141,813;14,184;139,264;15,893;140,896;16,278;1,012;0,994;1,024;1,148;0,953065487;;4;25;209;200,667;35,166;162,715;28,008;210,098;19,546;229,187;14,167;1,091;1,409;0,725;0,506;0,402860718
1;54;158;160,946;15,016;146,19;6,055;156,947;5,41;179,699;5,012;1,145;1,229;0,926;0,828;2,996009577;;5;20;47;65,525;47,358;23,051;14,565;46,934;16,621;126,59;19,005;2,697;5,492;1,143;1,305;0,401304954
1;88;89;89,309;14,956;81,563;14,202;91,12;14,114;95,245;13,102;1,045;1,168;0,928;0,923;1,141505114;;2;69;24;25,488;16,004;24,344;5,598;7,586;3,354;44,534;6,419;5,871;1,829;1,914;1,147;0,401087228
1;45;148;148,769;14,837;139,387;9,623;144,704;11,289;162,216;12,45;1,121;1,164;1,103;1,294;1,191726908;;4;34;203;188,733;42,791;134,387;16,536;205,098;16,248;226,714;17,09;1,105;1,687;1,052;1,034;0,399383048
4;60;181;177,526;14,781;192,526;6,206;179,891;6,255;160,16;6,75;0,89;0,832;1,079;1,088;2,189777778;;2;17;88;85,755;15,776;88,659;6,344;66,899;7,008;101,706;6,238;1,52;1,147;0,89;0,983;0,395410751
2;17;105;109,87;14,669;96,21;6,411;105,277;6,142;128,125;5,076;1,217;1,332;0,826;0,792;2,889873916;;1;55;66;77,81;42,648;33,656;5,819;66,706;4,229;133,067;16,689;1,995;3,954;3,946;2,868;0,39131964
5;70;22;24,609;14,62;11,522;6,601;22,256;7,668;40,048;11,123;1,799;3,476;1,451;1,685;1,314393599;;2;99;27;25,366;14,819;27,683;4,468;7,171;4,209;41,243;5,713;5,751;1,49;1,357;1,279;0,385518591
3;52;22;22,799;14,387;15,443;8,424;18,285;8,56;34,669;16,165;1,896;2,245;1,889;1,919;0,890009279;;2;90;36;36,5;17,252;36,166;6,639;17,166;6,639;56,166;6,639;3,272;1,553;1;1;0,384824948
1;23;174;174,367;14,327;158,662;4,35;173,285;5,183;191,155;6,351;1,103;1,205;1,225;1,46;2,255865218;;2;62;51;68,977;33,325;48,798;6,889;44,205;8,948;113,926;12,759;2,577;2,335;1,426;1,852;0,382865716
2;18;134;133,855;13,659;122,078;9,208;130,694;8,591;148,792;5,413;1,138;1,219;0,63;0,588;2,523369666;;4;75;171;154,898;43,983;98,051;15,903;174,162;15,96;192,482;16,758;1,105;1,963;1,05;1,054;0,381010845
1;18;122;119,209;13,659;123,152;13,859;116,779;13,063;117,696;13,162;1,008;0,956;1,008;0,95;1,037760219;;4;71;160;144,476;53,889;77,254;19,719;161,4;23,934;194,774;20,379;1,207;2,521;0,851;1,033;0,378166231
1;59;93;93,576;13,511;88,966;12,066;92,186;11,192;99,576;14,752;1,08;1,119;1,318;1,223;0,915875813;;2;3;96;91,843;14,562;95,12;6,011;74,155;6,205;106,254;5,497;1,433;1,117;0,886;0,914;0,377489356
1;97;71;71,309;13,361;64,389;12,254;71,285;11,619;78,253;12,422;1,098;1,215;1,069;1,014;1,075591692;;4;66;173;160,96;49,221;102,072;29,333;176,864;22,244;203,944;18,565;1,153;1,998;0,835;0,633;0,377176408
3;39;24;27,952;13,081;19,789;4,791;21,763;4,352;42,304;12,67;1,944;2,138;2,912;2,644;1,032438832;;4;42;206;191,155;48,957;132,354;30,081;210,218;23,365;230,893;18,424;1,098;1,745;0,789;0,612;0,376330249
2;6;110;110,94;12,882;99,542;8,198;107,379;6,272;125,899;4,989;1,172;1,265;0,795;0,609;2,582080577;;4;37;208;198,26;41,61;155,098;35,429;205,08;21,534;234,602;15,656;1,144;1,513;0,727;0,442;0,376255708
1;29;126;125,024;12,844;128,717;15,406;123,093;10,672;123,262;11,099;1,001;0,958;1,04;0,72;1,157221371;;2;95;39;40,748;17,665;38,846;5,338;21,339;5,509;62,058;6,546;2,908;1,598;1,188;1,226;0,370563261
3;27;7;12,613;12,838;8,859;9,15;10,174;9,674;18,805;16,087;1,848;2,123;1,663;1,758;0,798035681;;4;24;197;183,042;43,066;128,962;22,901;200,269;14,489;219,894;15,817;1,098;1,705;1,092;0,691;0,367273487
3;29;17;17,324;12,614;12,184;9,202;13,854;8,76;25,934;14,26;1,872;2,129;1,628;1,55;0,88457223;;2;36;54;69,059;30,971;53,939;7,045;42,789;8,201;110,448;11,355;2,581;2,048;1,385;1,612;0,366633302
3;28;14;15,066;12,576;10,525;8,503;11,755;9,496;22,918;14,791;1,95;2,178;1,558;1,74;0,850246772;;1;80;26;27,337;3,284;24,034;1,075;31,437;1,181;26,541;1,201;0,844;1,104;1,017;1,117;0,365712546
1;9;156;156,25;12,45;166,731;8,085;154,17;9,577;147,848;11,096;0,959;0,887;1,159;1,372;1,122025955;;4;74;173;156,563;48,166;94,259;16,192;177,373;18,798;198,058;17,542;1,117;2,101;0,933;1,083;0,364198812
2;95;44;44,589;12,307;39,541;12,006;38,736;4,737;55,49;10,453;1,433;1,403;2,207;0,871;1,17736535;;2;21;65;63,811;18,025;65,936;8,339;42,878;8,127;82,619;6,537;1,927;1,253;0,804;0,784;0,362662968
1;87;77;79,961;12,206;70,594;7,073;76,816;6,744;92,472;9,864;1,204;1,31;1,463;1,395;1,237429035;;5;86;4;4,501;2,763;1,696;1,012;3,84;0,74;7,968;1,002;2,075;4,698;1,354;0,99;0,362649294
1;16;129;128,786;12,059;130,774;10,005;126,653;12,259;128,931;13,319;1,018;0,986;1,086;1,331;0,905398303;;2;12;88;84,105;16,095;86,944;6,256;64,694;6,687;100,675;5,818;1,556;1,158;0,87;0,93;0,36147872
1;78;84;86,213;12,012;76,16;6,134;82,509;6,047;99,97;7,392;1,212;1,313;1,222;1,205;1,625;;4;62;186;169,837;52,656;102,269;18,321;188,502;17,809;218,739;18,974;1,16;2,139;1,065;1,036;0,360338803
1;4;186;185,003;11,96;170,978;2,828;185,826;4,143;198,206;5,679;1,067;1,159;1,371;2,008;2,106004578;;4;5;190;183,602;43,267;134,954;31,687;192,93;19,269;222,922;15,525;1,155;1,652;0,806;0,49;0,358818499
1;79;81;83,015;11,817;74,226;7,903;79,763;7,332;95,056;8,362;1,192;1,281;1,14;1,058;1,413178665;;4;67;188;173,463;46,41;116,021;25,156;190,101;17,632;214,269;16,624;1,127;1,847;0,943;0,661;0,358198664
1;37;112;114,32;11,763;108,157;6,958;109,638;8,335;125,165;10,94;1,142;1,157;1,313;1,572;1,075228519;;4;63;194;175,577;52,599;107,813;17,564;196,797;20,869;222,12;18,639;1,129;2,06;0,893;1,061;0,354360349
3;51;8;12,203;11,741;7,779;8,745;10,085;8,208;18,746;14,243;1,859;2,41;1,735;1,629;0,824334761;;1;40;78;100,123;58,687;41,63;3,275;81,499;13,211;177,238;20,787;2,175;4,257;1,573;6,347;0,354201101
3;70;3;6,642;11,54;4,386;8,449;5,237;10,047;10,304;14,376;1,968;2,35;1,431;1,701;0,802726767;;4;85;150;134,645;42,107;80,128;14,796;151,501;14,342;172,307;14,827;1,137;2,15;1,034;1,002;0,352126725
2;19;135;136,797;11,521;125,786;5,516;133,458;4,027;151,147;3,638;1,133;1,202;0,903;0,659;3,166849918;;1;41;84;107,914;63,671;42,709;5,127;90,786;17,949;190,246;22,133;2,096;4,455;1,233;4,317;0,347615084
1;25;145;143,81;11,457;143,464;10,788;141,792;11,333;146,174;11,797;1,031;1,019;1,041;1,094;0,971179113;;2;93;35;35,73;17,055;35,171;5,586;16,288;5,361;55,73;5,863;3,422;1,585;1,094;1,049;0,343770155
1;50;28;29,91;11,421;25,93;10,438;32,922;11,084;30,88;11,562;0,938;1,191;1,043;1,108;0,987804878;;4;44;198;183,34;45,166;125,875;17,823;199,203;16,649;224,942;15,508;1,129;1,787;0,931;0,87;0,343355621
1;24;160;160,7;11,402;152,029;7,346;159,568;8,431;170,504;9,612;1,069;1,122;1,14;1,309;1,186225551;;4;23;203;184,259;48,75;121,352;16,022;202,282;17,239;229,142;16,71;1,133;1,888;0,969;1,043;0,342769231
1;19;136;137,108;11,237;148,445;7,842;134,128;7,535;128,75;7,301;0,96;0,867;0,969;0,931;1,539104232;;2;67;33;37,235;22,047;31,686;5,547;14,56;5,378;65,458;7,552;4,496;2,066;1,404;1,362;0,342540935
1;48;115;115,747;11,1;111,646;8,635;112,963;9,005;122,632;11,918;1,086;1,098;1,323;1,38;0,931364323;;2;22;70;68,233;18,567;68,182;6,865;46,883;5,823;89,634;6,277;1,912;1,315;1,078;0,914;0,338072925
2;7;115;115,879;11,096;105,986;6,656;112,605;5,57;129,048;3,469;1,146;1,218;0,623;0,521;3,198616316;;4;54;182;165,549;49,039;102,234;15,683;183,843;18,001;210,57;16,559;1,145;2,06;0,92;1,056;0,337670018
1;40;34;35,038;10,892;29,33;9,918;39,235;9,739;36,55;10,498;0,932;1,246;1,078;1,058;1,037530958;;4;65;167;148,439;44,816;88,027;9,902;170,818;10,141;186,472;15,085;1,092;2,118;1,488;1,523;0,336598536
5;94;18;21,266;10,754;13,349;4,295;18,538;6,276;31,91;10,279;1,721;2,391;1,638;2,393;1,046210721;;2;0;97;94,568;15,277;98,138;8,235;76,696;8,324;108,87;5,134;1,42;1,109;0,617;0,623;0,336060745
1;35;140;140,174;10,737;137,714;7,633;137,605;9,434;145,205;12,675;1,055;1,054;1,344;1,661;0,847100592;;2;97;32;31,039;17,093;32,429;5,107;10,597;5,9;50,093;5,723;4,727;1,545;0,97;1,121;0,334815422
1;44;163;165,102;10,734;153,707;2,966;163,008;2,986;178,592;3,426;1,096;1,162;1,147;1,155;3,133099825;;2;10;82;79,5;15,094;82,205;4,534;60,771;4,797;95,525;5,003;1,572;1,162;1,043;1,103;0,331456208
1;98;66;65,819;10,714;61,448;9,81;67,68;10,635;68,33;10,303;1,01;1,112;0,969;1,05;1,039891294;;2;80;37;37,521;17,601;37,555;5,776;17,082;5,329;57,925;5,795;3,391;1,542;1,087;1,003;0,329242657
1;5;179;179,169;10,516;170,043;6,416;179,448;7,849;188,014;8,207;1,048;1,106;1,046;1,279;1,281345193;;2;28;63;60,282;16,626;63,307;5,038;39,498;4,23;78,042;5,43;1,976;1,233;1,284;1,078;0,326596896
1;36;116;117,551;10,464;118,934;10,059;113,382;9,386;120,338;10,589;1,061;1,012;1,128;1,053;0,988195297;;2;61;54;70,108;31,082;51,93;7,125;46,123;7,83;112,272;10,128;2,434;2,162;1,294;1,421;0,325847758
1;8;138;140,801;10,462;143,949;11,509;139,035;9,654;139,418;9,369;1,003;0,969;0,97;0,814;1,11666133;;4;15;199;192,499;39,42;148,197;26,925;199,237;18,843;230,062;12,756;1,155;1,552;0,677;0,474;0,323592085
3;46;14;14,885;10,202;10,48;8,485;12,57;7,718;21,605;10,523;1,719;2,062;1,363;1,24;0,969495391;;2;4;101;97,434;13,938;100,781;5,027;80,072;5,319;111,448;4,499;1,392;1,106;0,846;0,895;0,322786626
2;90;44;43,182;10,185;41,829;8,821;36,742;7,476;50,974;8,571;1,387;1,219;1,147;0,972;1,188309415;;2;98;30;27,467;16,124;30,261;4,061;7,2;3,622;44,941;5,142;6,242;1,485;1,42;1,266;0,318903498
5;80;15;17,148;10,114;8,322;5,264;15,238;6,176;27,885;6,649;1,83;3,351;1,077;1,263;1,521130997;;2;6;97;93,974;14,104;96,029;5,421;76,861;4,832;109,032;4,49;1,419;1,135;0,929;0,828;0,318349404
2;92;47;46,674;9,832;45,354;8,755;40,12;6,615;54,547;7,934;1,36;1,203;1,199;0,906;1,239223595;;2;88;39;35,978;17,327;38,642;5,487;14,646;5,473;54,645;5,48;3,731;1,414;1,001;0,999;0,316269406
3;43;12;12,882;9,502;8,982;8,266;10,938;6,824;18,726;10,14;1,712;2,085;1,486;1,227;0,937080868;;1;56;64;73,109;38,419;31,293;4,62;65,488;3,222;122,546;12,069;1,871;3,916;3,746;2,612;0,31414144
1;38;135;134,269;9,479;131,378;9,814;130,11;7,54;141,32;6,405;1,086;1,076;0,849;0,653;1,479937549;;1;34;83;95,569;50,508;39,853;1,779;86,878;8,658;159,974;15,724;1,841;4,014;1,816;8,838;0,311317019
3;44;18;17,97;9,412;13,781;7,328;15,475;6,856;24,654;9,829;1,593;1,789;1,434;1,341;0,957574524;;2;89;36;33,435;17,071;36,397;5,392;12,242;5,222;51,667;5,254;4,221;1,42;1,006;0,974;0,307773417
2;91;46;45,182;9,184;44,629;7,987;38,821;6,514;52,098;7,631;1,342;1,167;1,172;0,956;1,203511991;;1;33;84;96,673;51,412;40,022;2,609;87,629;8,523;162,368;15,597;1,853;4,057;1,83;5,979;0,303372753
3;45;8;11,018;9,163;6,95;7,304;9,438;6,439;16,666;10,301;1,766;2,398;1,6;1,41;0,889525289;;2;20;63;60,813;17,511;62,629;7,88;40,237;7,148;79,573;5,299;1,978;1,271;0,741;0,673;0,302609788
1;81;28;29,219;8,983;24,234;7,978;30,451;7,995;32,971;8,606;1,083;1,361;1,076;1,079;1,043806647;;4;35;208;190,293;44,883;131,984;20,293;210,718;14,157;228,178;13,371;1,083;1,729;0,944;0,659;0,297907894
5;91;10;12,826;8,825;6,718;4,862;9,069;4,93;22,691;6,077;2,502;3,377;1,233;1,25;1,452196808;;1;35;83;93,36;48,485;39,41;2,169;85,539;7,303;155,131;14,38;1,814;3,936;1,969;6,629;0,296586573
1;34;162;163,566;8,775;155,704;4,228;161,582;4,896;173,413;5,141;1,073;1,114;1,05;1,216;1,706866368;;2;15;93;89,704;16,046;92,75;5,963;70,062;6,636;106,299;4,73;1,517;1,146;0,713;0,793;0,294777515
1;26;135;136,221;8,765;135,574;7,149;133,067;7,576;140,022;9,858;1,052;1,033;1,301;1,379;0,889125583;;4;55;184;167,324;49,507;102,554;13,931;185,918;16,521;213,499;14,585;1,148;2,082;0,883;1,047;0,294604803
3;19;5;8,166;8,695;5,157;6,513;6,68;7,463;12,661;9,86;1,895;2,455;1,321;1,514;0,881845842;;1;67;60;60,68;26,432;29,534;1,752;59,283;1,386;93,222;7,744;1,572;3,156;5,587;4,419;0,292978208
5;92;13;15,663;8,376;9,605;4,449;12,006;4,306;25,379;5,259;2,114;2,642;1,221;1,182;1,592698232;;2;87;39;37,75;16,8;38,222;4,658;17,798;4,872;57,229;4,858;3,215;1,497;0,997;1,043;0,289166667
3;60;6;7,887;8,267;4,304;6,295;6,41;6,898;12,947;8,787;2,02;3,008;1,274;1,396;0,940821668;;1;42;80;101,842;59,735;42,589;4,219;81,05;6,202;181,886;17,268;2,244;4,271;2,784;4,093;0,289076756
2;94;46;46,474;8,051;44,299;7,583;40,432;3,765;54,69;3,745;1,353;1,235;0,995;0,494;2,149799733;;4;53;192;173,522;52,865;104,336;15,092;193,446;17,695;222,782;15,267;1,152;2,135;0,863;1,012;0,288792207
2;93;47;47,495;7,882;46,189;6,406;40,923;4,195;55,374;4,555;1,353;1,199;1,086;0,711;1,730406147;;4;45;206;191,035;40,952;139,086;21,593;206,955;13,245;227,064;11,805;1,097;1,633;0,891;0,547;0,288264309
5;78;15;16,451;7,877;12,555;4,235;15,091;5,039;21,706;9,908;1,438;1,729;1,966;2,339;0,79501413;;4;72;162;145,3;50,102;79,637;13,554;162,626;13,828;193,637;14,404;1,191;2,431;1,042;1,063;0,287493513
2;8;137;136,981;7,846;132,19;6,903;134,173;5,1;144,581;4,734;1,078;1,094;0,928;0,686;1,657372201;;4;13;187;174,263;49,758;113,176;25,888;188,21;20,135;221,405;14,268;1,176;1,956;0,709;0,551;0,28674786
1;15;163;163,078;7,787;160,002;5,49;162,413;6,897;166,821;8,961;1,027;1,043;1,299;1,632;0,868987836;;1;66;59;61,18;28,371;27,883;2,143;59,371;1,072;96,286;8,037;1,622;3,453;7,499;3,75;0,283282225
5;93;13;16,281;7,687;10,811;2,837;13,821;4,79;24,211;6,885;1,752;2,239;1,437;2,426;1,116485113;;2;29;54;51,329;15,949;55,504;5,756;31,013;4,387;67,47;4,475;2,176;1,216;1,02;0,777;0,280581855
5;90;9;11,707;7,604;7,096;4,56;8,115;4,603;19,91;5,481;2,453;2,806;1,191;1,202;1,387338077;;2;96;36;36,189;16,57;35,696;4,489;16,936;4,619;55,936;4,619;3,303;1,567;1;1,029;0,278756789
1;17;107;106,925;7,388;111,034;6,785;104,405;6,659;105,338;6,902;1,009;0,949;1,037;1,017;1,070414373;;2;81;39;39,206;17,095;39,515;4,319;18,818;4,118;59,285;4,709;3,15;1,5;1,143;1,09;0,275460661
1;58;101;101,941;7,307;97,821;5,98;99,578;5,44;108,426;5,497;1,089;1,108;1,01;0,919;1,329270511;;4;52;184;166,72;54,254;95,856;15,539;184,96;15,58;219,344;14,925;1,186;2,288;0,958;0,96;0,275094924
1;71;31;31,027;6,889;24,346;3,861;35,354;5,605;33,382;5,211;0,944;1,371;0,93;1,349;1,32201113;;2;86;41;42,449;17,15;41,107;3,493;22,701;3,541;63,539;4,581;2,799;1,546;1,294;1,311;0,267113703
3;82;5;6,468;6,859;2,534;3,967;4,92;4,455;11,949;7,593;2,429;4,715;1,704;1,914;0,903332016;;2;77;39;40,191;18,339;38,419;2,883;19,128;2,917;63,027;4,889;3,295;1,641;1,676;1,696;0,266590327
5;86;18;20,212;6,6;14,408;1,646;18,109;2,49;28,12;4,597;1,553;1,952;1,846;2,793;1,435718947;;2;82;39;39,676;17,087;39,13;3,588;19,571;3,391;60,326;4,543;3,082;1,542;1,34;1,266;0,265874642
2;39;63;64,565;6,393;70,293;6,664;62,704;4,34;60,698;2,856;0,968;0,863;0,658;0,429;2,238445378;;2;76;41;45,722;21,181;41,378;2,489;22,658;2,62;73,13;5,55;3,228;1,767;2,118;2,23;0,262027289
5;95;17;18,402;6,37;12,765;1,595;16,853;2,484;25,587;5,218;1,518;2,005;2,101;3,271;1,220774243;;1;65;60;62,301;29,733;27,621;1,981;59,869;1,414;99,413;7,772;1,661;3,599;5,497;3,923;0,261393065
3;77;1;2,91;6,35;2,122;2,907;1,525;4,356;5,083;9,288;3,334;2,396;2,132;3,195;0,683677864;;1;69;58;58,76;23,749;30,445;2,223;58,021;1,464;87,814;6,204;1,513;2,884;4,239;2,791;0,261232052
1;60;24;24,195;5,374;21,064;4,58;26,69;4,741;24,832;5,172;0,93;1,179;1,091;1,129;1,039056458;;2;83;38;39,282;17,689;37,954;3,291;18,814;3,287;61,077;4,619;3,246;1,609;1,405;1,403;0,261122732
1;80;20;19,974;5,129;16,696;4,509;21,853;4,593;21,373;4,613;0,978;1,28;1,004;1,023;1,111857793;;1;68;59;59,716;25,121;29,781;2,531;58,886;1,295;90,482;6,465;1,537;3,038;4,991;2,555;0,257354405
2;9;135;135,692;4,938;132,531;2,656;133,485;2,719;141,061;3,877;1,057;1,064;1,426;1,46;1,273665205;;2;1;94;90,903;14,3;93,93;3,593;72,65;3,637;106,13;3,626;1,461;1,13;0,997;1,009;0,253566434
1;70;26;25,651;4,53;21,923;3,427;28,648;3,799;26,382;3,461;0,921;1,203;0,911;1,01;1,308870269;;1;64;60;63,613;31,583;27,354;1,819;59,931;1,45;103,554;7,967;1,728;3,786;5,494;4,381;0,25225596
5;96;15;15,145;4,327;11,6;2,566;13,952;1,986;19,882;3,036;1,425;1,714;1,529;1,183;1,425230567;;2;14;86;83,881;16,619;86,09;5,035;63,358;4,959;102,194;4,148;1,613;1,187;0,836;0,824;0,249593838
5;79;11;12,146;4,266;10,258;3,685;10,333;3,074;15,846;3,322;1,534;1,545;1,08;0,901;1,284166165;;2;85;41;44,014;18,523;40,691;3,687;23,698;3,434;67,653;4,622;2,855;1,663;1,346;1,253;0,249527614
5;87;15;15,841;4,179;12,474;1,641;14,547;2,144;20,502;3,219;1,409;1,644;1,501;1,961;1,298229264;;2;84;39;41,837;18,746;39,006;3,713;20,957;3,616;65,547;4,599;3,128;1,68;1,272;1,238;0,245332338
5;89;8;8,357;4,136;6,477;3,158;6,389;3,139;12,205;3,047;1,91;1,884;0,971;0,965;1,357400722;;2;2;94;90,969;13,941;94,086;3,365;73,069;3,401;105,752;3,391;1,447;1,124;0,997;1,008;0,243239366
3;81;2;3,164;4,023;1,87;1,938;1,456;2,042;6,165;5,198;4,234;3,296;2,545;2,683;0,77395152;;2;11;88;84,305;15,125;87,224;3,487;65,016;3,48;100,674;3,672;1,548;1,154;1,055;1,053;0,24277686
3;42;4;4,786;3,887;1,709;2,352;4,038;2,227;8,61;3,19;2,132;5,038;1,432;1,356;1,218495298;;2;79;36;33,819;16,92;36,371;4,186;12,568;4,09;52,518;4,098;4,179;1,444;1,002;0,979;0,242198582
5;99;3;3,856;3,733;2,264;3,108;3,666;3,003;5,638;4,17;1,538;2,49;1,388;1,342;0,895203837;;1;57;63;69,38;35,549;29,083;3,179;64,371;2,814;114,685;8,472;1,782;3,943;3,011;2,665;0,23831894
3;33;3;3,919;3,656;1,002;2,072;3,15;1,822;7,605;3,129;2,414;7,593;1,717;1,51;1,168424417;;2;26;66;69,097;20,002;67,483;5,539;46,152;3,856;93,654;4,75;2,029;1,388;1,232;0,858;0,237476252
3;36;3;4,269;3,65;0,814;1,607;3,722;1,53;8,27;2,609;2,222;10,155;1,705;1,623;1,39900345;;4;64;179;159,536;48,011;94,87;11,935;180,92;11,465;202,818;11,361;1,121;2,138;0,991;0,952;0,236633272
5;97;11;11,337;3,327;9,27;1,708;9,39;1,769;15,35;1,727;1,635;1,656;0,976;1,011;1,926462073;;2;23;71;70,793;19,766;69,715;6,411;48;4,486;94,662;4,518;1,972;1,358;1,007;0,705;0,22857432
5;98;7;7,439;3,28;5,45;1,924;5,768;1,669;11,101;2,373;1,925;2,037;1,421;1,233;1,382216603;;1;36;82;91,634;45,83;40,744;1,872;83,301;4,666;150,856;10,457;1,811;3,703;2,241;5,585;0,228169321
5;88;11;12,077;3,223;9,893;1,317;10,352;1,813;15,986;1,767;1,544;1,616;0,974;1,342;1,823995473;;2;78;37;36,462;16,803;37,074;4,325;16,147;3,561;56,166;3,788;3,478;1,515;1,064;0,876;0,225435934
